,Name,Time,Num_Reviews,Title,Content,Rating
11,Andria Fisher,2019-02-07,1,Use Twitter instead.,I am really dissatisfied with the fact that the mobile application not have function of sending messages and i have to install the messenger. Why wasnt possible to combine everything in one application?,1
12,Kerry-anne Wood,2019-02-05,21,Okay site but think it's getting worse!,"The customer service of Facebook is absolutely horrible. They r nasty people n very uncooperative. I had an issue with a charity organization n I’ve asked them to take me off the subscription n They have asked me to go thru a billion security protocols which were apoling. They’ve asked me to go to a store for a security ID about I don’t know what they r talking about. Completely unacceptable!!!! They were not cooperative at all. They gave me such a hard time. The customer service is just repulsive. For anyone who wants to subscribe to FB, it’s not worth it. I’m seriously considering canceling my account I’m so upset",2
13,Lee C,2019-02-05,25,Facebook is totally bonkers these days,"Facebook is certainly becoming a worse company. US Govt. has already raised a concern over their protection policies to safeguard personal info. I had temporarily deactivated my account but someone activated my account. I didn’t have access to my old phone number which is updated into my temporarily deactivated account. Facebook does not allow to make any changes. Have been liaising with Facebook for quite a long time, have shared all proofs but they didn’t bother to reply to me. My account is still active and someone seems to be using my account because Facebook is allowing it to do so.",1
14,Marius,2019-02-05,2,I am really dissatisfied with the fact…,"Hackers using Facebook events to spread torjansFor nearly a year I have been reporting these events one by one but no action been taken unfortunately, hackers have been using Facebook events for over a year to create malicious events and indexing them on Google to make victims clicking direct links to torjans, please take to time to review these events, and also please make an option to report like this content, cause the actual option you are offering doesn't comply with the rules these events are breaking, please again investigate this problem deeply thousand of victims are downloading torjans directly from your platform.I want to add that I have been reporting the events one by one always I got a response that they doesn't goes against Facebook guidelines, I've been in contact with some Facebook employees, they told me that they sent to issue to the appropriate team five month ago and still not solved, I did also sent the issue to the bug bounty team, they said it's not on their competence I have to use the report options they are offering which I already did.TorrentFreak wrote an article about the issue which is affecting other platforms, they all dealt with it by implement spam filter while facebook isn't doing anything just letting people got infected by trojans, I think well all know what trojans stands for, once your device affected, all your accounts and files are compromised, including facebook accounts and bank accounts.torrentfreak .com/scammers-use-facebook-and-google-to-spread-fake-pirate-downloads-181209/Here is thousands of malicious events I gathered during my investigation, I believe you will find more from your end.docs. google .com/document/d/1PGsATkxCHu8ORxxez_y5qR36GGo8ULvtxNt-6yVBWiQ/edit?usp=sharingKind Regards.",1
15,Paola Landau,2019-02-04,1,The customer service of Facebook is…,"Robert and Rose Zeleznik,We have been looking for a Tempur-Pedic Bed.So we went into the Sleep Center  in Columbus GA. Where we meet with the general manager Wry Wright,who was very helpful showing us the different types of Beds he was very knowledgeable and a great help in helping us make our selection for a Bed and pillows.We were very pleased with the delivery and setup. I would highly recommended the Sleep Center and Wry Wright and his staff if you’re looking for a great Bed.",1
16,Rocky Rikhi,2019-02-03,21,Facebook is certainly becoming a worse…,none,1
17,Alves Gatenio,2019-02-02,1,Hackers using Facebook events to spread…,none,1
18,Rose Centeno,2019-02-02,3,The Sleep Center the mattress experts!,none,5
0,Benko Benkić,2019-02-02,2,Hipocryts,"Hipocryts,  when the male member brake community standards they block him, and if a woment do the same they pass the posting blockage penalty,their advertysing system is  total garbage, there are comunities  which click on payed adds and take your money and you are paying to facbook for nothing, most likes you will get from fake profiles and the people from India..",1
0,largim emini,2019-02-01,3,i find my friend on the facebook very…,i find my friend on the facebook very nice,5
1,Ron Jenkins,2019-01-31,1,Facebook has become a terrible company,"Facebook has become a terrible company.  Putting me in time out because of suspicious activity but then everything they mentioned I did and nothing violated anything!  Liking pages, sharing, etc.  Then they say due to suspicious activity I'm out for 3 days!  What kinda censored, manipulated BS is this!?  I'm done, looking for a new Social Media service or I'll just connect in person.  Who are they really?  This is a false projection of society, its facebooks projection!  This is getting so bad!",1
2,rapuncelive,2019-01-31,1,so bad service,"my account was blocked over 5 times, but i did nothing, i didn't have time upload my photos, and system required my telephone number and called him invalid, but I used him very well! technical support is not aviable to talk with them, only send request on the site",1
3,Jesus,2019-01-29,9,Worst site on the internet,Worst site on the internet.  Avoid like the plaque.,1
4,Romy,2019-01-28,6,NO REAL CUSTOMER CARE!! what kind of service provider is this??,"So I have been using Facebook for 10 years now mainly due to peer and family and this is the first time I thought I should rate this. I totally do NOT like the way FB works. It is a social media platform, yes. Initially it was only for social networking but it has been almost 5-6 years it has become a highly commercial place for social media influencers. The Facebook users are not seen as socialising people but only as highly capitalistic consumers, nothing more than that. And the WORST part is unlike all other big companies, FB does not have a real consumer forum, or customer care. If you fall into any trouble or if you want to complain about anything in FB, there is no real person who will handle the issue and you will keep getting an automated response forever. All of it does not sound a big deal right? No, it is a big deal. Anything without a judiciary system should not be trusted. I fell into trouble with FB regarding the payments through FB. They blocked my payments suspecting me as fraud when all I did was to claim a refund from paypal for a valid reason. Now no matter how many times I write them to unblock my payments on FB, it cannot be done. Why because there is no one to resolve this matter, literally no one. I keep getting automated responses that my payment has been deactivated due to security reasons. I cannot talk to anyone, I cannot explain anything. All I could do was upload my id and still receive the same response. And it is annoying. A good service provider has to have a resolution centre, a real one not automated mail sending robots. No customer service means it has no respect whatsoever for its customers and Facebook gives a damn if you are not happy with their service.",1
5,Jakub_Svoboda,2019-01-26,2,Facebook has been my first favorite…,Facebook has been my first favorite social media and is very nostalgic for me but we have to accept that it is nearly over,3
6,Andy Rose,2019-01-25,3,Very unsatisfactory bullying message,"It's ok for a troll to harass, abuse and be persistently annoying yet the minute you tell them to clear off and grow up you get accused of bullying by Facebook. What message is that telling their users? And they wonder why their customers are leaving in droves. Very unsatisfactory Facebook",1
7,Aninda Pramanik,2019-01-23,1,Connecting people all over the world.,Good social platform. But privacy level not good at all.,4
8,Vnave Ave,2019-01-22,3,"Vance ave, Its GREAT!!!!!","Vance ave, Just want to encourage those who would like to return to school ,CareerStep is a GREAT!!, place to start a accredited course program that is able to get you working in a wonderful ,Health field .  There is also a GREAT!!! supporting staff and teacher Advisory Community to help with any arising problems . The course work is steady and a straight forward. CareerStep is a GREAT!!! addition to your life. Thanks HappyAchiever on my way.Vnave Ave.",4
9,Mai Thao,2019-01-20,17,FACEBOOK has Biased racism issues.,Although FACEBOOKS wife is Asian I have an issue with FACEBOOK for being biased and hating Asian posts.For example if a BLACK person calls an Asian CHING CHONG fb allows it. You can't even win the reporting.If a white post is racist FB does nothing.If an ASIAN user posts anything not near that and gets reported you are banned MONTH or more from commenting.If FB fixes this hatred towards ASIANS I would accept it as my main Social Network but for now I'm still using twitter.,3
10,Sgirl,2019-01-18,13,Facebook almost everyone...,Facebook almost everyone I know has one. Easy to use but you have to update the app every month. This is why I give it three out of five stars.,3
11,Keith Ross,2019-01-18,24,BEWARE OF BUYING FROM COMPANIES THAT…,"BEWARE OF BUYING FROM COMPANIES THAT ADVERTISE ON FACEBOOK.I HAVE TRIED TWICE, THE FIRST TIME THE PRODUCT WAS NOT AS ADVERTISED AND IMPOSSIBLE TO RETURN.THE SECOND I HAVE ORDERED PAID FOR BUT NEVER RECEIVED AND NO RESPONSE FROM THE WEBSITE OF THE SELLER.ABSOLUTELY NO HELP FROM FACEBOOK AND NO PROTECTION.",1
12,Rob Fletcher,2019-01-17,3,I like the idea of connecting with old…,"I like the idea of connecting with old friends and family and being able to share life with people as a distance easily. What it has now become is a mass advertising platform where my wall is constantly jam packed with unwelcome advertising. I have hidden all from thousands of ad providers now but they still come thick and fast. Just to be clear to the advertisers I WILL NEVER buy through a facebook advert on my personal wall. In fact, seeing the ad there actually reduces the likelihood of me using that company's services in the future.",3
13,Ray Redinsky,2019-01-17,4,the app is just not fun to use..,the app is just not fun to use..let's say when i want to see the tagged people on a certain post and it redirects me to the comments...like what's up with that?and the bug with the notification? i have like one notification a day and it shows 40-50 notifications...very strange,2
14,Kathleen Caldwell,2019-01-17,5,Why do they have so poor design,Why do they have so poor design? OMG! But we have no options,3
15,Alon Fertig,2019-01-17,25,Facebook changed the world.,"Facebook changed the world.I love Facebook.I think building a social network is important.Lets keep in touch with people.To find people from the past and to renew contacts.And catch up with new content.I remember that since Facebook came out.I really liked the idea and uploaded a lot of picturesAnd albums.I do not care that Facebook has all the information about me.Because I do not feel I have anything to hide.Today, every application or registrationPasses through Google Account or FacebookAnd shortens the way.And Facebook is a great advertising tool.Well done to Mark Zuckerberg.RegardsAlon Fertig",5
16,Eigen Win,2019-01-14,1,Bad for humanity,Really disgraceful.,1
17,Lou,2019-01-14,12,"Bias, fascist far left extremist platform","The once giant of social online service is now a bias, fascist far left extremist platform! I have reported many posts of anti English or British, hate speeches about white privileges that have not been taken down let alone the poster of the comment being punished and yet I have had my account blocked from posting for just saying a naughty word here and there! Why is that? Because I am a white British male?? Also fees for boosting posts are a scam as they have paid bots that make it look like you are getting page interaction.If I was you, close your facebook account and use some of the other social sites like Instagram or Google+.",1
18,customer,2019-01-09,4,"Just Google ""parliament seizes facebook…","Just Google ""parliament seizes facebook documents"". Dangerous uncontrolled company.",1
0,Christopher Whiteleege,2019-01-08,4,Facebook use to be an excellent social…,Facebook use to be an excellent social site but in the last 3 years I had nothing but major problems from being hacked to getting nasty messages and Facebook won’t resolve it,1
0,Seweryn Saniewski,2019-01-08,17,Terrible company,"Terrible company, don't care about users privacy, selling users data for just 0.10$ each, censoring posts, 3th party websites have access to your account even if there's setup post only me.",1
1,James Read,2019-01-08,8,I have not eaten for 2 days because of these evil b**tards,"I keep getting blocked for no reason. This time they blocked my messenger as well so I can not contact anyone,this is not good news as am disabled and because of Facebook evil deed I have not eaten, taken my meds or painkillers in nearly 2 days as I was suffering to much to get anything or communicate with anyone local. I'm lying here in the dark barely unable to move contemplating phoning an ambulance. Facebook are evil, pure evil. Please note this review took over 3hours to write because of the pain.",1
2,anonymousrebel,2019-01-08,59,FB is horrible,"FB is horrible, NO freedom og speech and they remove things from UR timeline that they dont think others should know about, like how pigs and cows are being butchered and suffer so u can eat meat, or any other truths they dont think the rest of the world should know about. Cant wait for the day anonymous makes a new version where we are allowed freedom of speech and dont get beaten by a stick and are forced to deal with adds, missing options(on purpose to make it annoying and complicated and for less privacy) etc etc.",1
3,Jose duenas,2019-01-07,1,Face book is the most anti conservative…,"Face book is the most anti conservative webside , and they would just vlock you with out giving you a chance to defend your self . and they are so unfare they hate free speach they hate freedom of expresion and freedom of religion !! Is like if they dont like you they just kick you out for no aperant reason !!!!",1
4,Vincent,2019-01-05,10,horrible…,"horrible custommer service, always answering with copy-paste answers",1
5,Edmond,2019-01-05,1,Horrible,"Horrible. They called me back and I had no idea it was facebook. They said ""Hey, I'm returning a call"". They never address that they were facebook until I asked who it was. The phone number they called me back on was different from the one I called. On top of that, they still did not resolve my issue. My account was only up 3 days and they deleted it for no apparent reason. I've created a new account an instantly it is flagged. I'm so frustrated with them. It makes no sense.",1
6,Ang Cristein,2019-01-04,2,Facebook and its users have hacked my…,"Facebook and its users have hacked my accounts and illegally used my information too many times. Illegally using my life and intellectual property. DO NOT TRUST IT, it will try and rip you off, there is no securoty and no protecting any of your personal information. And When I tried deleting my account, all of me and my personal photos get downloaded as files I cant open. I have been harassed, ridiculed, people using my photos for random stuff that looked like sacrelege and my information. That shouldnt be legal. I feel violated in every possible way by facebook. Controversial photos behind my personal photos I never downloaded. Whatl is that!!! I want an attorney so I can get my life back! My children and I are victims of domestic violence and facebook put my childrens life and my life in jeopardy!",1
7,NoItsMyHead,2019-01-03,4,i got my account banned for no reason…,"i got my account banned for no reason they said i uploaded some 18+ stuff and i didn't, they didn't just ban my account, THEY DELETED IT!!!!u might think i may got hacked and the hacker uploaded 18+, well half of it true i did got hacked but the hacker can no longer log in to my account i changed password to a really hard and different one, but before my account was deleted and was just banned people could still see it and my friend checked for me if there are any posts and he said no and also i never uploaded a post so yeah, its so annoying how facebook does that!!!! all my facebook games were there with the progress!!i do not recommend to make a facebook account",1
8,Anna,2019-01-03,3,Be very careful,"Be very careful, certain suppliers advertised by Facebook (like Fashionnana) are scammers, i cannot believe Facebook doesn't vet them.",1
9,sour cherry,2018-12-31,8,Facebook used to be cool back in 2010 lol but you decided to remove FARMVILLE get rekt,"Seriously Z U C C, f*** you",3
10,Hasi S,2018-12-30,1,I remember the days when Facebook was…,"I remember the days when Facebook was easy to use, easy to navigate through and fun. Facebook used to be a virtual photo album where I was easily able to share memorable moments with family and friends. Now it's just a conglomeration of nonsensical parts that make it difficult to use, confusing to navigate though, disorganized and not fun. I would rather just deactivate my account than try to upload an album. Unfortunately, the quality of Facebook has gone down so much in the last few years and I miss the way it used to be and the purpose it used to serve.",1
11,ilona,2018-12-30,1,"Hi Guys,","Hi Guys,My experience about Facebook is dreadful. I just joined couple of days ago, this was my very first attempt since Facebook is out on the market. I never really waned to join, everyone was asking, but I felt, your privacy is compromised in some ways, and I am a private person. So I kept on bouncing it back. Until just recently, when I decided to join and give it a go. My children have all Facebook accounts for several years now.So my daughter helped me to create the account, I uploaded a good photo, and invited others to join my account. After like two days I received a mail from Facebook that my account was suspended. What??? Why? one may ask.We tried to contact Facebook admin to find out, u cannot contact them easily. They sent a generic e-mail where u can put your complain, blah,blah...that's it. It is most probably connected somewhere...God knows where...to a remote computer, somewhere in Timbuktu, which will send u a very generic answer. It is programmed like that, so they don't need to worry and solve issues.My account is still suspended. I have no chance to find out how to rectify it, or what they want, or what u need to do. Nothing of the kind.Some personnel touch to the problem would be good. Nothing. No number to ring, no person to talk. And for them this is a normal way of conducting the business. As they have now billions of people on their account obviously they will not care if they lose one or two.I am not sure even if they read these reviews, most probably they don't give a damn what anyone thinks.I had to give one star, until I hear back from them, from someone...anyone as a matter of fact. If their business would spread word by mouth....well it is not much I can really recommend.Cheers..",1
12,Mariam Elsherbiny,2018-12-29,1,why i see posts that other's comment on…,why i see posts that other's comment on >> so silly and disrespectful zero privacy but it is sometimes useful and very easy to use & fb chat messenger is cute .,3
13,Daniel Dracos,2018-12-28,10,Why is that my number is getting added…,Why is that my number is getting added automatically on Facebook. Too many calls from unknown people on Facebook. why is it even displayed automatically as public view? I don't like your security level at all.,2
14,Kevin Randall,2018-12-28,9,"Once good, now just terrible","Way too much censoring going arround, suspensions thrown arround like confetti.",2
15,Karousis Nikos,2018-12-27,10,Facebook is not as good as it really…,Facebook is not as good as it really should be. The login issue i face often haven't solved yet. Can't access it and it had given me some worst nightmare in security issues. The safety is not as promising as it should be.,2
16, Mitt Romney,2018-12-27,9,Facebook allows me in all  ways to…,Facebook allows me in all  ways to express and to make friend on my own choice. It just makes me feel so much connected and updated at all time. So much fun and lot more information. No lags so cool and easy to use,3
17,Rian Wilson,2018-12-26,11,They are run by leftist,The worst company on Earth,1
18,Livi Bear,2018-12-26,2,TRASH,"They literally will block people for saying ""be kind"", or whatever. Then the bots will retract their email of saying ""you violated whatever"", but keep you banned. There's no way to reach customer service, SUCKERBURG also dwells on selling your info and being a corporate oligarch, it's trash.",1
0,lindsey lakends,2018-12-26,4,You should really monitor the things…,"You should really monitor the things you allow people to post online..ever since facebook, it seems that more and more people fee comfortable enough to share their darkest, meanest and most hideous thoughts with the world and do nothing but spread hate, racism and shameful speech. Every time I reported hateful accounts and pages. you just overlooked and said you reviews and found nothing that violates your tos. Well, you guys are doing a really bad job i'll tell you that. Keep spreading hate, let's see where we are in a couple of years thanks to you.",2
0,Mark Laszlo,2018-12-22,1,Lost my password and there is no way to…,Lost my password and there is no way to get it back!!,1
1,Miguel Castellanos,2018-12-22,3,It has no technical service at all.,"When an option is not working, there´s no help at all. I have my fan page chat blocked a year ago... A YEAR !!!",1
2,S.S.,2018-12-21,6,wants to see your ID,"wants to see your ID, even though they are not allowed to askIf you are marked as Fake by some Dudes hiting on you (but you told them NO), you first need to send a picture of you.If then the next i*iots, you dont want to have sex with, mark you as fake, you need to send your ID.Seriously, has anybody ever been so stupid and gave you a copy of their ID, front and back???",2
3,Farahnaz,2018-12-20,2,Not genuine company,Will never like it.,1
4,Murphy Grumpus,2018-12-20,6,Social media at it's finest!,Facebook has become a staple in this social-media driven world. It's the place to go for news and most of the things that happen in the world.,3
5,Chris Carolan,2018-12-19,5,Facebook is not up to the mark it…,"Facebook is not up to the mark it seems, why i face login  issues every time. Can not update my personal details. And recently faced security issues. Can't tolerate this how are you going to stop this. Can't rely on you any more.",2
6,g 4t,2018-12-19,2,It seems like people can say things…,It seems like people can say things about your children being touched but you cant defend yourself and the racist remarks are left for all to see. I have never seen anything as bad as facebook for spreading hate speech and racism around the world. A certain gilly carpenter threatened me and my children but when I reported the comment and persons page it has not been removed or banned but I retaliate and get banned for a simple remark. Forget facebook if you want a happy life,1
7,saul,2018-12-18,20,Disgusting company,"Disgusting company  -  evil, terrible corporation",1
8,Thoke Petersen,2018-12-17,4,"Facebook took my data, but oh well.","I mean, it took all my data and FBI now knows i like Anime Girls, but its a fun site. 2/5",2
9,Jeff Derochea,2018-12-17,2,"Holding FB accountable for allowing ""Scam"" ads to prey on vulnerable shoppers!!","Common theme of getting scammed by advertisers on Facebook and other social media outlets!! My question is, why does Facebook, as well as other social media outlets, allow these ""scam"" companies to advertise for long periods of time with no warnings to their customers? I see people filing numerous complaints after being duped out of their money, yet there are crickets coming from the social media giants. No warnings, no removal of said advertisement and no explanations as to why they continue to allow these crooks to use their outlet to scam innocent people time after time!!!   I did a quick search of the company (Amelia Quilts) that scammed me, and actually found many positive comments about them....but I now know that those were fake comments from fake accounts, that were uncensored and unchecked by Facebook. How come no one's holding Facebook, or any other social media outlet that posting these advertisements, responsible for allowing these SCAM artists to use them to prey on the vulnerable??? Facebook is quick to place someone in ""facebook jail"" for inappropriate content, but allowed hundreds, if not thousands, of it's users to be scammed out of their hard earned money!!! I don't use any other social media, but because of this experience, I probably will be deleting my FB account after this issues is resolved. One last question, do companies pay FB, and the other social media outlets, to advertise on there forum??? Just wondering....",1
10,Kelleywise D,2018-12-16,2,Facebook in my opinion is purely evil…,Facebook in my opinion is purely evil and they treated me with complete evil and contempt and with other arrogance. The company is espionage writ large on the American public in more ways than anyone can realize and it is a terrible thing to give to kids for them to use.,1
11,Richard Macarthy,2018-12-14,8,Facebook is so much useful in gaining…,Facebook is so much useful in gaining attention of the people when posting a video that shows up my personal talent i was really impressed to see how these people Built this is with so much thing in one place we can chat meet new people create blog have fun all in one place amazed to see this app working at its best user friendly,3
12,Mark Richards,2018-12-14,7,Decent platform,"Facebook has helped me reunite with people i hadn't seen in ages, which is a very positive thing. On the flip side, it's also extremely censoring, with posts that don't have anything bad in them being censored and reported.",3
13,Bob,2018-12-13,25,Shamelessly Racist,"Disgustingly racist, corrupt and deceitful. If you dare to even mention israel, you will be banned for 30 days. However, all the vile, racist edl trash can rant about white power to their hearts' content. Calling a Neo-Nazi ""white trash"" is not racist. Meanwhile the fraudulent ceo continues to steal and sell our data. Nice.",1
14,Paul Medlon,2018-12-13,1,evil corp!!,evil corp!!!!!!!,1
15,Miles S,2018-12-13,3,Very worried about the recent data…,Very worried about the recent data breaches. No longer what it used to be,1
16,Paul,2018-12-12,3,Blocks people on the grounds of so…,"Blocks people on the grounds of so called hate speech, but is happy to fill its site with advocates that actively promote Abortion of Baby's in a positive manner. Facebook is now an Abortion site and not an open ended Social site.",1
17,Nathanial Brune,2018-12-12,8,I love Facebook for one valid reason,I love Facebook for one valid reason. We are all busy in life. Most of us do not remember any special day. However Facebook reminds us about past memorable day and upcoming special events. Every year end Facebook prepares a beautiful video about how our last year life went. I love that idea. Long way to go Facebook.,5
18,Marine Organism,2018-12-11,4,Not so good,"Not so good, but it was saved from one star for farm ville",2
0,Jack Davidson,2018-12-11,7,Too much censorship!,"Screw FB, they censor stuff that's not of any harm to people yet allow spam groups and pages to continue existing!",2
0,Sally Forth,2018-12-10,1,They believe themselves to be God,"I wish I could leave less than a one star, but I can't.  For a ""crowd-sourced"" platform it has a lot of issues.  As a business manager, I spend way too much time arguing with its policy algorithms.  No humans review the content - You can literally repost the SAME job board listing, and it's approved.  So stupid - and yet they think they're God.",1
1,Starsfalls,2018-12-09,42,Business page manager crashed and can’t…,Business page manager crashed and can’t access to pages all l see messages and no support no response waste of time Facebook app!!,1
2,Gary Stein,2018-12-09,5,Just keeps getting worse and worse,"Just keeps getting worse and worse. They own Instagram - so that's a huge 'Fail' now too.  I wish something new was out there, that we could all just for once, TRUST WITH OUR DATA!! Zukertwerp is just another spoiled little know-it-all, that made billions off other peoples data and ideas.",1
3,Cristian,2018-12-07,1,Just signed up and instantly disabled,"Just signed up for facebook after 5 years without, just to get in contact with work and co-workers....My account was instantly disabled??!! Do not know why and also there is no phone support. I can't even delete the entry to sign up for facebook. What a joke",1
4,jensen barrios,2018-12-06,6,This is refereeing to the MARKETPLACE…,"This is refereeing to the MARKETPLACE option-why the hell am i seeing ALL the things for sale not in a chronological order?say i'm looking for a blow dryer for sale, i write down -""blow dryer"" in the search. and then i get tons of options, and all are organized in a very strange order. nothing is chronologically organized, and i get a lot of results dating a year back and a few months back.like what is the sense in that?",2
5,Bang Bang,2018-12-06,1,Don't be so stupid ok?!Facebook,Don't be so stupid ok?!FacebookDon't simply disable people account & ask for photo review frequently!Brainless ever!,1
6,Grace,2018-12-04,6,Business pages really need sorting out…,"Business pages really need sorting out on the mobile app. Unable to upload any cover photos ""Sorry something went wrong"" and then when I add a photo it then doesn't show under ""page photos"". You can't add a photo to an existing album on the mobile app either.Absolutely useless, they constantly ask you to pay to promote your page, why would I promote a page that looks like crap?Stick to Facebook for personal use only!",1
7,Mig Selv,2018-12-03,43,This site now operates with more and…,"This site now operates with more and more options where you can't effetely block out personal information being shared one way or another. You are not safe from what the company called ""errors"" of information leakage to other companies that takes advantage of a flawed security system. The company also moves their country-server-placement after what legislation has the least personal security rules/law. The fact that this company also refuses to pay their share of taxes to the countries they make money in, is obviously is deliberate strategy.  They also refuse to make clear responds to the media/press on their lack of actions. The positive thing about this site, is the mere size it still has in the Western World, as long as it lasts. Be very careful of the information you share, though, seems like the CEO's tells their friends and family not to share ANY information themselves on the page, wonder why?",2
8,Abraham Josef,2018-12-01,3,Don't trust any ads facebook puts,"Don't trust any ads facebook puts Check for colafancy here and you'll know what I'm talking about, This page keep popping front of my face whenever I check my facebook, TBH the price was really cheap so I decided to order and it's been 2 weeks they didn't ship my parcel or even give me the track number Anyway ads on facebook doesn't mean it's secure or you have to trust them coz facebook not FBI....",1
9,JayFi,2018-12-01,4,Interesting web site,"Interesting web site, but since a few months, it keeps marking my account as blocked :(",4
10,Pyae Phyo,2018-12-01,1,Good,Good that app,5
11,Tar,2018-11-30,185,Arrogant. Powerful. Untouchable. And a threat to you all.,"“What is Facebook doing to keep me safe?” Their recent advertisement asks.You are joking, surely? Facebook hasn’t the slightest interest in keeping you safe. You are product, you have no say in the matter and if making you unsafe turns a profit that is what they’ll do. Facebook is the enemy selling you and your details to even greater enemies and that includes governments, corporations, foreign powers and fundamentalist nutcases.How is it you aren’t all deserting Facebook in droves?",1
12,David Meng,2018-11-29,1,Bias Rules And Guildlines,"I am inquiring as to the options one has after a disabled account appeal has been denied. My understanding is that an appeal is considered final in terms of internal dispute resolution. If someone contests the basis of that appeal, does Facebook use binding arbitration or litigation? The terms (rights and responsibilities) indicate that Facebook no longer uses binding arbitration and instead requires disputes to be resolved in the U.S. District Court for the Northern District of California or a state court located in San Mateo County. I Have Confidence That We Will Win The Civil Suit Because Facebook Doesn’t Execute And Enforce Their Policies And Guildlines Equally They Are Bias And We Have Screenshots And Screen Recording Of Things Things That I Know Are A Violation Of Facebook Guildlines Because I HAVE READ THEM YET THESE POST WE HAVE SCREENSHOTS AND SCREEN RECORDINGS OF BEEN UP FOR YEARS, MONTHS, AND NOTHING IS BEING DONE TO THEMCould you please let me know:Is the disable account appeal the final internal process for disputing a disabled account, or are there other internal escalations one can use prior to moving to external dispute resolution processes?Is the appropriate external dispute resolution process litigation at the above mentioned locations?Thank you for your assistance. The FAQ and community help forums were unable to answer these questions above, and getting in touch with someone from Facebook for answers has been challenging.  Yes My Client Demario White Facebook Profile Was Disabled Thursday 10/11/18, Demario Sent In His IDs His Account Was Unlocked. Yesterday 10/16/18 He Was Disabled Again! It’s Obvious He Is Getting Disabled As A Result Of False Reporting. My Client Just Forwarded Me A Email Saying His Account Was Disabled For Socliciting Others And Sexual Suggestive Content, But He Also Forwarded Me A Screen Capture Of What It Says When He Tries To Login. When He Got Logged Out And Tried To Log Back In It Yesterday It Said He Had Been Disabled For Impersonation. Which He Sent Me Evidence That He Sent In His IDs 10 Times For The Same Thing On Different Occasions. Now You All Are Saying Something Totally Different It’s Very UNACCEPTABLE. My Client Got Disabled Twice In Less Than A Week, After The Account Was Restored. It’s Obviously It’s False Reporting That Being Done To Him. Whats Really Going On Here? He Has Been Disabled 10 Times, Even After Being Verified With A Blue Check. My Client Demario White Feel He Is Getting Disabled And Bullied. He Runs Paid Ads On His Pages And Is Always Live On His Profile. How Do He Keep Getting Disabled For Being A Impersonation Account Especially That He VERIFIED. This Is Defamation On Facebook, He is Losing Fans Also He Feel He Is Constantly Targeted Because Of False Reporting And Facebook Isn’t Doing NOTHING ABOUT IT. I Will Be Filing A Court Order On His Behalf If This Is Taken Care Of By 10-18-18. He Feel He Is Being Targeted And It’s DISCOURAGING AND DISCRIMINATIVE. Thank you for your time.Sincerely,David Meng",1
13,Peter Riis,2018-11-28,64,Snowflake heaven,Home of extreme PC and autocracy.,1
14,Nikola Dobrić,2018-11-28,2,Facebook is the Skynet!!!,"After I pass away it's done with me here on earth and memories of me will be kept ""storaged"" in hearts of people who knew me, and it has nothing, absolutely nothing to do with my facebook account and its exsistance on some server wherever it is, right??! Not only that, but any social media is like SMS with share button so the sole purpose of all social medias is chatting and sharing with like-minded people, friends, relatives, etc. And YOU facebook took exclusive contol over our profiles not letting us delete our account if we don't want to use it any more. So facebook, or should I call you Skynet, have you ever heard of the word FREEDOM and does this word anything mean to you??!  Maybe its opposites are the once you are more familiar with like captivity, slavery, communisam, right?!?!?!",1
15,Alice Tsai,2018-11-27,1,Donation money thru FB- where does it actually go?!😡,"I am deeply concerned and alarmed at FB donation platform, which many of us have either created or donated. Have you ever wonder “IF” the money generated actually gets to the respective organizations?! I’ve attempted 4 times to reach FB in regards to my birthday donation  to Myasthenia Gravis Organization of Los Angels. It is clearly evident FB is an organization where their agenda is  to “gather data” from their users- but somehow their users can never seem to successfully contact them or get a reply. BEWARE- think before you decide to donate next time through FB!!😡",1
16,Marc Skinner,2018-11-27,4,Literally the pinnacle of the downfall…,Literally the pinnacle of the downfall of society,1
17,Terry,2018-11-27,2,A Disgusting Personal Information Gathering Business,"My first and last social network experience ended after 13 minutes on Saturday 25-11. Apart from fumbling around trying to learn how to adjust settings etc. ( 63 year old tech illiterate) I'd made one comment to a fellow Australian regarding a Telco we share. I passed on information I'd received from the authorities and advised him to check it out for himself. I don't know if that upset anyone but for some reason I was suspended while they investigated suspicious activity. I was then asked for a photo which immediately made me think it was purely a personal information gathering exercise. I sent them a very clear photo of me showing how many minutes it would take me to delete my account. One minute in fact. I think they misinterpreted the gesture as an angry old Australian guy thinking he's been conned into giving up more personal information. My account was then disabled. So no way to delete the account. I then sent them a photo of my licence with details other than my name, date of birth and photo covered, all matching my account details and previous photo, just to get in and delete the account and it's still disabled. I have now sent them a note saying if they don't delete the account it's the only thing I'll be doing so hopefully that will be the end of it. Just a total con job to gather people's personal information. I should've added as for service not one email advising me of what's going on. The only way I find out anything is by trying to log on. (14-12 update) I've now sent several requests asking for my account to be deleted and had no response despite their guidelines saying they will delete accounts when asked. Still not one email from them. The Australian Government needs to have a look at this company. It's out of control.",1
18,Luvinia,2018-11-26,1,The quality of facebook really depends…,"The quality of facebook really depends on how you use it and how your friends use it, but even then you have some control over your feed. You can unfollow people and not see any of their posts so that's pretty nice. Facebook is also good for finding cool events and concerts around you. Most people on the internet use it so you can follow a lot of interesting people.",4
